time,event,activo_ps,pasivo_ps,total_ps,dominante
19:41,Desbloqueado md (Ritmo de Trabajo),45.9,54.4,100.3,CLICK domina el sistema
19:53,RUN EXPORTADA,45.9,54.4,100.3,CLICK domina el sistema
57:47,Desbloqueado me (Red de Intercambio),45.9,58.45,104.35,CLICK domina el sistema
57:48,Desbloqueado e (Trueque),45.9,67.89,113.79,Trueque domina el sistema
57:48,Transición de dominio → Trueque domina el sistema,45.9,67.89,113.79,Trueque domina el sistema
57:49,Desbloqueado e (Trueque),45.9,77.33,123.23,Trueque domina el sistema
57:49,Desbloqueado e (Trueque),45.9,86.77,132.67,Trueque domina el sistema
57:50,Desbloqueado e (Trueque),45.9,96.21,142.11,Trueque domina el sistema
58:27,Desbloqueado d (Trabajo Manual),45.9,97.69,143.59,Trueque domina el sistema
58:37,Desbloqueado md (Ritmo de Trabajo),45.9,98.8,144.7,Trueque domina el sistema
58:42,Desbloqueado md (Ritmo de Trabajo),45.9,99.96,145.86,Trueque domina el sistema
102:41,Desbloqueado me (Red de Intercambio),48.66,109.03,157.69,Trueque domina el sistema
102:44,Desbloqueado me (Red de Intercambio),48.66,119.18,167.84,Trueque domina el sistema
102:46,Desbloqueado me (Red de Intercambio),48.66,130.55,179.21,Trueque domina el sistema
102:48,Desbloqueado me (Red de Intercambio),48.66,143.28,191.94,Trueque domina el sistema
102:51,Desbloqueado me (Red de Intercambio),48.66,157.54,206.2,Trueque domina el sistema
102:57,Desbloqueado e (Trueque),48.66,174.18,222.84,Trueque domina el sistema
103:08,Desbloqueado md (Ritmo de Trabajo),48.66,175.4,224.06,Trueque domina el sistema
119:18,Desbloqueado d (Trabajo Manual),48.66,177.11,225.77,Trueque domina el sistema
119:19,Desbloqueado d (Trabajo Manual),48.66,178.82,227.48,Trueque domina el sistema
119:19,Desbloqueado d (Trabajo Manual),48.66,180.53,229.19,Trueque domina el sistema
119:19,Desbloqueado md (Ritmo de Trabajo),48.66,182.07,230.73,Trueque domina el sistema
119:19,Desbloqueado md (Ritmo de Trabajo),48.66,183.69,232.35,Trueque domina el sistema
119:19,Desbloqueado md (Ritmo de Trabajo),48.66,185.39,234.05,Trueque domina el sistema
119:20,Desbloqueado md (Ritmo de Trabajo),48.66,187.17,235.83,Trueque domina el sistema
119:20,Desbloqueado md (Ritmo de Trabajo),48.66,189.04,237.7,Trueque domina el sistema
119:21,Desbloqueado md (Ritmo de Trabajo),48.66,191.0,239.66,Trueque domina el sistema
148:05,Desbloqueado me (Red de Intercambio),48.66,208.97,257.63,Trueque domina el sistema
148:07,Desbloqueado me (Red de Intercambio),48.66,229.1,277.76,Trueque domina el sistema
148:11,Desbloqueado e (Trueque),48.66,249.97,298.63,Trueque domina el sistema
148:16,Desbloqueado d (Trabajo Manual),48.66,252.26,300.92,Trueque domina el sistema
